4096,3.34609,3.94699
8192,3.16603,3.02454
12288,2.59721,2.61556
16384,2.91196,2.64722
20480,2.2403,2.20902
24576,2.21578,1.93852
28672,2.06769,1.53463
32768,2.01026,1.49358
36864,1.90502,1.22463
40960,1.98008,1.29569
45056,1.95335,1.21931
49152,2.12782,1.07382
53248,1.91043,1.16382
57344,1.7121,1.16178
61440,1.78855,1.11491
